"team","season","date","rolling_5_game_points"
FC Sion,"2011/2012","2012-03-31 00:00:00",13
FC Sion,"2011/2012","2012-04-07 00:00:00",13
FC Sion,"2011/2012","2012-04-15 00:00:00",11
FC Sion,"2011/2012","2012-04-22 00:00:00",10
FC Sion,"2011/2012","2012-04-29 00:00:00",8
FC Sion,"2011/2012","2012-05-02 00:00:00",5
FC Sion,"2011/2012","2012-05-06 00:00:00",5
FC Sion,"2011/2012","2012-05-20 00:00:00",4
FC Sion,"2011/2012","2012-05-23 00:00:00",4
FC Sion,"2012/2013","2012-07-15 00:00:00",6
FC Sion,"2012/2013","2012-07-22 00:00:00",9
FC Sion,"2012/2013","2012-07-29 00:00:00",9
FC Sion,"2012/2013","2012-08-04 00:00:00",10
FC Sion,"2012/2013","2012-08-11 00:00:00",13
FC Sion,"2012/2013","2012-08-19 00:00:00",13
FC Sion,"2012/2013","2012-08-26 00:00:00",10
FC Sion,"2012/2013","2012-09-01 00:00:00",7
FC Sion,"2012/2013","2012-09-22 00:00:00",9
FC Sion,"2012/2013","2012-09-26 00:00:00",6
FC Sion,"2012/2013","2012-09-30 00:00:00",4
FC Sion,"2012/2013","2012-10-07 00:00:00",7
FC Sion,"2012/2013","2012-10-20 00:00:00",8
FC Sion,"2012/2013","2012-10-27 00:00:00",6
FC Sion,"2012/2013","2012-11-04 00:00:00",9
FC Sion,"2012/2013","2012-11-18 00:00:00",11
FC Sion,"2012/2013","2012-11-24 00:00:00",9
FC Sion,"2012/2013","2012-12-02 00:00:00",8
FC Sion,"2012/2013","2013-02-10 00:00:00",7
FC Sion,"2012/2013","2013-02-16 00:00:00",7
FC Sion,"2012/2013","2013-02-24 00:00:00",4
FC Sion,"2012/2013","2013-03-02 00:00:00",3
FC Sion,"2012/2013","2013-03-10 00:00:00",3
FC Sion,"2012/2013","2013-03-17 00:00:00",4
FC Sion,"2012/2013","2013-03-30 00:00:00",2
FC Sion,"2012/2013","2013-04-06 00:00:00",5
FC Sion,"2012/2013","2013-04-14 00:00:00",6
FC Sion,"2012/2013","2013-04-21 00:00:00",7
FC Sion,"2012/2013","2013-05-05 00:00:00",6
FC Sion,"2012/2013","2013-05-08 00:00:00",8
FC Sion,"2012/2013","2013-05-11 00:00:00",5
FC Sion,"2012/2013","2013-05-16 00:00:00",4
FC Sion,"2012/2013","2013-05-22 00:00:00",3
FC Sion,"2012/2013","2013-05-25 00:00:00",3
FC Sion,"2012/2013","2013-05-29 00:00:00",0
FC Sion,"2012/2013","2013-06-01 00:00:00",3
FC Sion,"2013/2014","2013-07-13 00:00:00",3
FC Sion,"2013/2014","2013-07-21 00:00:00",4
FC Sion,"2013/2014","2013-07-28 00:00:00",4
FC Sion,"2013/2014","2013-08-04 00:00:00",4
FC Sion,"2013/2014","2013-08-10 00:00:00",2
FC Sion,"2013/2014","2013-08-25 00:00:00",3
FC Sion,"2013/2014","2013-08-31 00:00:00",5
FC Sion,"2013/2014","2013-09-22 00:00:00",5
FC Sion,"2013/2014","2013-09-25 00:00:00",8
FC Sion,"2013/2014","2013-09-28 00:00:00",8
FC Sion,"2013/2014","2013-10-05 00:00:00",8
FC Sion,"2013/2014","2013-10-19 00:00:00",5
FC Sion,"2013/2014","2013-10-27 00:00:00",8
FC Sion,"2013/2014","2013-11-02 00:00:00",8
FC Sion,"2013/2014","2013-11-24 00:00:00",7
FC Sion,"2013/2014","2013-12-08 00:00:00",6
FC Sion,"2013/2014","2013-12-14 00:00:00",6
FC Sion,"2013/2014","2014-02-01 00:00:00",3
FC Sion,"2013/2014","2014-02-09 00:00:00",0
FC Sion,"2013/2014","2014-02-15 00:00:00",0
FC Sion,"2013/2014","2014-02-22 00:00:00",0
FC Sion,"2013/2014","2014-02-26 00:00:00",3
FC Sion,"2013/2014","2014-03-09 00:00:00",6
FC Sion,"2013/2014","2014-03-12 00:00:00",6
FC Sion,"2013/2014","2014-03-16 00:00:00",6
FC Sion,"2013/2014","2014-03-22 00:00:00",6
FC Sion,"2013/2014","2014-03-29 00:00:00",4
FC Sion,"2013/2014","2014-04-06 00:00:00",4
FC Sion,"2013/2014","2014-04-13 00:00:00",4
FC Sion,"2013/2014","2014-04-17 00:00:00",5
FC Sion,"2013/2014","2014-04-26 00:00:00",8
FC Sion,"2013/2014","2014-05-03 00:00:00",10
FC Sion,"2013/2014","2014-05-06 00:00:00",10
FC Sion,"2013/2014","2014-05-11 00:00:00",13
FC Sion,"2013/2014","2014-05-15 00:00:00",12
FC Sion,"2013/2014","2014-05-18 00:00:00",12
FC Sion,"2014/2015","2014-07-20 00:00:00",10
FC Sion,"2014/2015","2014-07-23 00:00:00",7
FC Sion,"2014/2015","2014-07-26 00:00:00",7
FC Sion,"2014/2015","2014-08-02 00:00:00",8
FC Sion,"2014/2015","2014-08-10 00:00:00",8
FC Sion,"2014/2015","2014-08-17 00:00:00",7
FC Sion,"2014/2015","2014-08-30 00:00:00",7
FC Sion,"2014/2015","2014-09-14 00:00:00",4
FC Sion,"2014/2015","2014-09-24 00:00:00",3
FC Sion,"2014/2015","2014-09-28 00:00:00",0
FC Sion,"2014/2015","2014-10-05 00:00:00",3
FC Sion,"2014/2015","2014-10-19 00:00:00",4
FC Sion,"2014/2015","2014-10-25 00:00:00",5
FC Sion,"2014/2015","2014-11-02 00:00:00",6
FC Sion,"2014/2015","2014-11-09 00:00:00",6
FC Sion,"2014/2015","2014-11-22 00:00:00",3
FC Sion,"2014/2015","2014-11-29 00:00:00",3
FC Sion,"2014/2015","2014-12-07 00:00:00",2
FC Sion,"2014/2015","2015-02-14 00:00:00",2
FC Sion,"2014/2015","2015-02-25 00:00:00",5
FC Sion,"2014/2015","2015-03-01 00:00:00",6
FC Sion,"2014/2015","2015-03-08 00:00:00",5
FC Sion,"2014/2015","2015-03-15 00:00:00",8
FC Sion,"2014/2015","2015-03-18 00:00:00",10
FC Sion,"2014/2015","2015-03-22 00:00:00",10
FC Sion,"2014/2015","2015-04-03 00:00:00",9
FC Sion,"2014/2015","2015-04-12 00:00:00",12
FC Sion,"2014/2015","2015-04-18 00:00:00",9
FC Sion,"2014/2015","2015-04-25 00:00:00",6
FC Sion,"2014/2015","2015-04-28 00:00:00",3
FC Sion,"2014/2015","2015-05-03 00:00:00",6
FC Sion,"2014/2015","2015-05-09 00:00:00",6
FC Sion,"2014/2015","2015-05-16 00:00:00",9
FC Sion,"2014/2015","2015-05-20 00:00:00",10
FC Sion,"2014/2015","2015-05-25 00:00:00",13
FC Sion,"2014/2015","2015-05-29 00:00:00",10
FC Sion,"2015/2016","2015-07-18 00:00:00",8
FC Sion,"2015/2016","2015-07-26 00:00:00",8
FC Sion,"2015/2016","2015-08-01 00:00:00",7
FC Sion,"2015/2016","2015-08-09 00:00:00",5
FC Sion,"2015/2016","2015-08-13 00:00:00",8
FC Sion,"2015/2016","2015-08-23 00:00:00",7
FC Sion,"2015/2016","2015-08-30 00:00:00",7
FC Sion,"2015/2016","2015-09-13 00:00:00",10
FC Sion,"2015/2016","2015-09-23 00:00:00",9
FC Sion,"2015/2016","2015-09-27 00:00:00",6
FC Sion,"2015/2016","2015-10-04 00:00:00",7
FC Sion,"2015/2016","2015-10-18 00:00:00",4
FC Sion,"2015/2016","2015-10-25 00:00:00",4
FC Sion,"2015/2016","2015-11-01 00:00:00",4
FC Sion,"2015/2016","2015-11-08 00:00:00",7
FC Sion,"2015/2016","2015-11-22 00:00:00",7
FC Sion,"2015/2016","2015-11-29 00:00:00",7
FC Sion,"2015/2016","2015-12-05 00:00:00",4
FC Sion,"2015/2016","2016-02-07 00:00:00",7
FC Sion,"2015/2016","2016-02-21 00:00:00",4
FC Sion,"2015/2016","2016-02-27 00:00:00",6
FC Sion,"2015/2016","2016-03-06 00:00:00",9
FC Sion,"2015/2016","2016-03-13 00:00:00",9
FC Sion,"2015/2016","2016-03-20 00:00:00",6
FC Sion,"2015/2016","2016-04-03 00:00:00",9
FC Sion,"2015/2016","2016-04-10 00:00:00",9
FC Sion,"2015/2016","2016-04-13 00:00:00",7
FC Sion,"2015/2016","2016-04-16 00:00:00",10
FC Sion,"2015/2016","2016-04-20 00:00:00",10
FC Sion,"2015/2016","2016-04-23 00:00:00",10
FC Sion,"2015/2016","2016-04-30 00:00:00",7
FC Sion,"2015/2016","2016-05-08 00:00:00",9
FC Sion,"2015/2016","2016-05-11 00:00:00",6
FC Sion,"2015/2016","2016-05-16 00:00:00",7
FC Sion,"2015/2016","2016-05-22 00:00:00",5
FC Sion,"2015/2016","2016-05-25 00:00:00",6
FC Schalke 04,"2008/2009","2008-08-16 00:00:00",3
FC Schalke 04,"2008/2009","2008-08-23 00:00:00",4
FC Schalke 04,"2008/2009","2008-08-30 00:00:00",7
FC Schalke 04,"2008/2009","2008-09-13 00:00:00",8
FC Schalke 04,"2008/2009","2008-09-20 00:00:00",11
FC Schalke 04,"2008/2009","2008-09-26 00:00:00",8
FC Schalke 04,"2008/2009","2008-10-05 00:00:00",8
FC Schalke 04,"2008/2009","2008-10-19 00:00:00",6
FC Schalke 04,"2008/2009","2008-10-25 00:00:00",6
FC Schalke 04,"2008/2009","2008-10-28 00:00:00",6
FC Schalke 04,"2008/2009","2008-11-01 00:00:00",9
FC Schalke 04,"2008/2009","2008-11-09 00:00:00",8
FC Schalke 04,"2008/2009","2008-11-15 00:00:00",7
FC Schalke 04,"2008/2009","2008-11-22 00:00:00",9
FC Schalke 04,"2008/2009","2008-11-30 00:00:00",6
FC Schalke 04,"2008/2009","2008-12-06 00:00:00",6
FC Schalke 04,"2008/2009","2008-12-14 00:00:00",7
FC Schalke 04,"2008/2009","2009-01-31 00:00:00",7
FC Schalke 04,"2008/2009","2009-02-07 00:00:00",7
FC Schalke 04,"2008/2009","2009-02-14 00:00:00",7
FC Schalke 04,"2008/2009","2009-02-20 00:00:00",5
FC Schalke 04,"2008/2009","2009-02-28 00:00:00",7
FC Schalke 04,"2008/2009","2009-03-06 00:00:00",10
FC Schalke 04,"2008/2009","2009-03-13 00:00:00",7
FC Schalke 04,"2008/2009","2009-03-22 00:00:00",7
FC Schalke 04,"2008/2009","2009-04-03 00:00:00",9
FC Schalke 04,"2008/2009","2009-04-11 00:00:00",9
FC Schalke 04,"2008/2009","2009-04-17 00:00:00",9
FC Schalke 04,"2008/2009","2009-04-25 00:00:00",12
FC Schalke 04,"2008/2009","2009-05-02 00:00:00",12
FC Schalke 04,"2008/2009","2009-05-10 00:00:00",9
FC Schalke 04,"2008/2009","2009-05-13 00:00:00",6
FC Schalke 04,"2008/2009","2009-05-16 00:00:00",4
FC Schalke 04,"2008/2009","2009-05-23 00:00:00",1
FC Schalke 04,"2009/2010","2009-08-08 00:00:00",4
FC Schalke 04,"2009/2010","2009-08-16 00:00:00",7
FC Schalke 04,"2009/2010","2009-08-21 00:00:00",8
FC Schalke 04,"2009/2010","2009-08-29 00:00:00",7
FC Schalke 04,"2009/2010","2009-09-13 00:00:00",10
FC Schalke 04,"2009/2010","2009-09-18 00:00:00",7
FC Schalke 04,"2009/2010","2009-09-26 00:00:00",7
FC Schalke 04,"2009/2010","2009-10-02 00:00:00",9
FC Schalke 04,"2009/2010","2009-10-17 00:00:00",12
FC Schalke 04,"2009/2010","2009-10-25 00:00:00",10
FC Schalke 04,"2009/2010","2009-10-31 00:00:00",11
FC Schalke 04,"2009/2010","2009-11-07 00:00:00",9
FC Schalke 04,"2009/2010","2009-11-21 00:00:00",9
FC Schalke 04,"2009/2010","2009-11-28 00:00:00",6
FC Schalke 04,"2009/2010","2009-12-06 00:00:00",8
FC Schalke 04,"2009/2010","2009-12-12 00:00:00",10
FC Schalke 04,"2009/2010","2009-12-18 00:00:00",12
FC Schalke 04,"2009/2010","2010-01-17 00:00:00",12
FC Schalke 04,"2009/2010","2010-01-23 00:00:00",13
FC Schalke 04,"2009/2010","2010-01-30 00:00:00",13
FC Schalke 04,"2009/2010","2010-02-06 00:00:00",11
FC Schalke 04,"2009/2010","2010-02-14 00:00:00",11
FC Schalke 04,"2009/2010","2010-02-21 00:00:00",8
FC Schalke 04,"2009/2010","2010-02-26 00:00:00",10
FC Schalke 04,"2009/2010","2010-03-06 00:00:00",10
FC Schalke 04,"2009/2010","2010-03-12 00:00:00",12
FC Schalke 04,"2009/2010","2010-03-21 00:00:00",10
FC Schalke 04,"2009/2010","2010-03-27 00:00:00",13
FC Schalke 04,"2009/2010","2010-04-03 00:00:00",10
FC Schalke 04,"2009/2010","2010-04-10 00:00:00",7
FC Schalke 04,"2009/2010","2010-04-17 00:00:00",7
FC Schalke 04,"2009/2010","2010-04-24 00:00:00",9
FC Schalke 04,"2009/2010","2010-05-01 00:00:00",6
FC Schalke 04,"2009/2010","2010-05-08 00:00:00",7
FC Schalke 04,"2010/2011","2010-08-21 00:00:00",7
FC Schalke 04,"2010/2011","2010-08-28 00:00:00",4
FC Schalke 04,"2010/2011","2010-09-10 00:00:00",1
FC Schalke 04,"2010/2011","2010-09-19 00:00:00",1
FC Schalke 04,"2010/2011","2010-09-22 00:00:00",3
FC Schalke 04,"2010/2011","2010-09-25 00:00:00",4
FC Schalke 04,"2010/2011","2010-10-02 00:00:00",4
FC Schalke 04,"2010/2011","2010-10-16 00:00:00",5
FC Schalke 04,"2010/2011","2010-10-23 00:00:00",6
FC Schalke 04,"2010/2011","2010-10-30 00:00:00",3
FC Schalke 04,"2010/2011","2010-11-05 00:00:00",5
FC Schalke 04,"2010/2011","2010-11-13 00:00:00",6
FC Schalke 04,"2010/2011","2010-11-20 00:00:00",8
FC Schalke 04,"2010/2011","2010-11-27 00:00:00",7
FC Schalke 04,"2010/2011","2010-12-04 00:00:00",10
FC Schalke 04,"2010/2011","2010-12-12 00:00:00",10
FC Schalke 04,"2010/2011","2010-12-18 00:00:00",12
FC Schalke 04,"2010/2011","2011-01-15 00:00:00",9
FC Schalke 04,"2010/2011","2011-01-22 00:00:00",12
FC Schalke 04,"2010/2011","2011-01-29 00:00:00",9
FC Schalke 04,"2010/2011","2011-02-04 00:00:00",7
FC Schalke 04,"2010/2011","2011-02-12 00:00:00",7
FC Schalke 04,"2010/2011","2011-02-20 00:00:00",7
FC Schalke 04,"2010/2011","2011-02-26 00:00:00",5
FC Schalke 04,"2010/2011","2011-03-05 00:00:00",5
FC Schalke 04,"2010/2011","2011-03-12 00:00:00",7
FC Schalke 04,"2010/2011","2011-03-20 00:00:00",4
FC Schalke 04,"2010/2011","2011-04-01 00:00:00",7
FC Schalke 04,"2010/2011","2011-04-09 00:00:00",9
FC Schalke 04,"2010/2011","2011-04-16 00:00:00",10
FC Schalke 04,"2010/2011","2011-04-23 00:00:00",7
FC Schalke 04,"2010/2011","2011-04-30 00:00:00",7
FC Schalke 04,"2010/2011","2011-05-07 00:00:00",4
FC Schalke 04,"2010/2011","2011-05-14 00:00:00",1
FC Schalke 04,"2011/2012","2011-08-06 00:00:00",0
FC Schalke 04,"2011/2012","2011-08-13 00:00:00",3
FC Schalke 04,"2011/2012","2011-08-21 00:00:00",6
FC Schalke 04,"2011/2012","2011-08-28 00:00:00",9
FC Schalke 04,"2011/2012","2011-09-11 00:00:00",9
FC Schalke 04,"2011/2012","2011-09-18 00:00:00",9
FC Schalke 04,"2011/2012","2011-09-24 00:00:00",9
FC Schalke 04,"2011/2012","2011-10-02 00:00:00",9
FC Schalke 04,"2011/2012","2011-10-15 00:00:00",6
FC Schalke 04,"2011/2012","2011-10-23 00:00:00",9
FC Schalke 04,"2011/2012","2011-10-29 00:00:00",12
FC Schalke 04,"2011/2012","2011-11-06 00:00:00",10
FC Schalke 04,"2011/2012","2011-11-19 00:00:00",10
FC Schalke 04,"2011/2012","2011-11-26 00:00:00",10
FC Schalke 04,"2011/2012","2011-12-04 00:00:00",10
FC Schalke 04,"2011/2012","2011-12-09 00:00:00",10
FC Schalke 04,"2011/2012","2011-12-17 00:00:00",12
FC Schalke 04,"2011/2012","2012-01-21 00:00:00",12
FC Schalke 04,"2011/2012","2012-01-28 00:00:00",15
FC Schalke 04,"2011/2012","2012-02-04 00:00:00",13
FC Schalke 04,"2011/2012","2012-02-11 00:00:00",10
FC Schalke 04,"2011/2012","2012-02-19 00:00:00",10
FC Schalke 04,"2011/2012","2012-02-26 00:00:00",7
FC Schalke 04,"2011/2012","2012-03-03 00:00:00",4
FC Schalke 04,"2011/2012","2012-03-11 00:00:00",6
FC Schalke 04,"2011/2012","2012-03-18 00:00:00",9
FC Schalke 04,"2011/2012","2012-03-24 00:00:00",9
FC Schalke 04,"2011/2012","2012-04-01 00:00:00",10
FC Schalke 04,"2011/2012","2012-04-08 00:00:00",13
FC Schalke 04,"2011/2012","2012-04-11 00:00:00",10
FC Schalke 04,"2011/2012","2012-04-14 00:00:00",7
FC Schalke 04,"2011/2012","2012-04-22 00:00:00",5
FC Schalke 04,"2011/2012","2012-04-28 00:00:00",7
FC Schalke 04,"2011/2012","2012-05-05 00:00:00",7
FC Schalke 04,"2012/2013","2012-08-26 00:00:00",8
FC Schalke 04,"2012/2013","2012-09-01 00:00:00",11
FC Schalke 04,"2012/2013","2012-09-15 00:00:00",13
FC Schalke 04,"2012/2013","2012-09-22 00:00:00",10
FC Schalke 04,"2012/2013","2012-09-25 00:00:00",10
FC Schalke 04,"2012/2013","2012-09-28 00:00:00",10
FC Schalke 04,"2012/2013","2012-10-06 00:00:00",10
FC Schalke 04,"2012/2013","2012-10-20 00:00:00",10
FC Schalke 04,"2012/2013","2012-10-27 00:00:00",13
FC Schalke 04,"2012/2013","2012-11-03 00:00:00",10
FC Schalke 04,"2012/2013","2012-11-10 00:00:00",12
FC Schalke 04,"2012/2013","2012-11-17 00:00:00",9
FC Schalke 04,"2012/2013","2012-11-24 00:00:00",7
FC Schalke 04,"2012/2013","2012-11-27 00:00:00",4
FC Schalke 04,"2012/2013","2012-12-01 00:00:00",5
FC Schalke 04,"2012/2013","2012-12-08 00:00:00",2
FC Schalke 04,"2012/2013","2012-12-15 00:00:00",2
FC Schalke 04,"2012/2013","2013-01-18 00:00:00",4
FC Schalke 04,"2012/2013","2013-01-26 00:00:00",5
FC Schalke 04,"2012/2013","2013-02-02 00:00:00",4
FC Schalke 04,"2012/2013","2013-02-09 00:00:00",4
FC Schalke 04,"2012/2013","2013-02-16 00:00:00",5
FC Schalke 04,"2012/2013","2013-02-23 00:00:00",5
FC Schalke 04,"2012/2013","2013-03-02 00:00:00",7
FC Schalke 04,"2012/2013","2013-03-09 00:00:00",10
FC Schalke 04,"2012/2013","2013-03-16 00:00:00",10
FC Schalke 04,"2012/2013","2013-03-30 00:00:00",12
FC Schalke 04,"2012/2013","2013-04-06 00:00:00",12
FC Schalke 04,"2012/2013","2013-04-13 00:00:00",10
FC Schalke 04,"2012/2013","2013-04-20 00:00:00",7
FC Schalke 04,"2012/2013","2013-04-28 00:00:00",10
FC Schalke 04,"2012/2013","2013-05-03 00:00:00",10
FC Schalke 04,"2012/2013","2013-05-11 00:00:00",7
FC Schalke 04,"2012/2013","2013-05-18 00:00:00",9
FC Schalke 04,"2013/2014","2013-08-11 00:00:00",10
FC Schalke 04,"2013/2014","2013-08-17 00:00:00",7
FC Schalke 04,"2013/2014","2013-08-24 00:00:00",4
FC Schalke 04,"2013/2014","2013-08-31 00:00:00",7
FC Schalke 04,"2013/2014","2013-09-14 00:00:00",7
FC Schalke 04,"2013/2014","2013-09-21 00:00:00",6
FC Schalke 04,"2013/2014","2013-09-28 00:00:00",7
FC Schalke 04,"2013/2014","2013-10-05 00:00:00",10
FC Schalke 04,"2013/2014","2013-10-19 00:00:00",10
FC Schalke 04,"2013/2014","2013-10-26 00:00:00",7
FC Schalke 04,"2013/2014","2013-11-02 00:00:00",10
FC Schalke 04,"2013/2014","2013-11-09 00:00:00",12
FC Schalke 04,"2013/2014","2013-11-23 00:00:00",10
FC Schalke 04,"2013/2014","2013-11-30 00:00:00",10
FC Schalke 04,"2013/2014","2013-12-07 00:00:00",10
FC Schalke 04,"2013/2014","2013-12-15 00:00:00",10
FC Schalke 04,"2013/2014","2013-12-21 00:00:00",8
FC Schalke 04,"2013/2014","2014-01-26 00:00:00",10
FC Schalke 04,"2013/2014","2014-02-01 00:00:00",10
FC Schalke 04,"2013/2014","2014-02-09 00:00:00",13
FC Schalke 04,"2013/2014","2014-02-15 00:00:00",13
FC Schalke 04,"2013/2014","2014-02-21 00:00:00",13
FC Schalke 04,"2013/2014","2014-03-01 00:00:00",10
FC Schalke 04,"2013/2014","2014-03-08 00:00:00",10
FC Schalke 04,"2013/2014","2014-03-14 00:00:00",10
FC Schalke 04,"2013/2014","2014-03-22 00:00:00",10
FC Schalke 04,"2013/2014","2014-03-25 00:00:00",10
FC Schalke 04,"2013/2014","2014-03-28 00:00:00",13
FC Schalke 04,"2013/2014","2014-04-05 00:00:00",11
FC Schalke 04,"2013/2014","2014-04-11 00:00:00",11
FC Schalke 04,"2013/2014","2014-04-20 00:00:00",8
FC Schalke 04,"2013/2014","2014-04-27 00:00:00",7
FC Schalke 04,"2013/2014","2014-05-03 00:00:00",7
FC Schalke 04,"2013/2014","2014-05-10 00:00:00",9
FC Schalke 04,"2014/2015","2014-08-23 00:00:00",6
FC Schalke 04,"2014/2015","2014-08-30 00:00:00",7
FC Schalke 04,"2014/2015","2014-09-13 00:00:00",7
FC Schalke 04,"2014/2015","2014-09-20 00:00:00",5
FC Schalke 04,"2014/2015","2014-09-23 00:00:00",5
FC Schalke 04,"2014/2015","2014-09-27 00:00:00",8
FC Schalke 04,"2014/2015","2014-10-04 00:00:00",7
FC Schalke 04,"2014/2015","2014-10-18 00:00:00",10
FC Schalke 04,"2014/2015","2014-10-25 00:00:00",9
FC Schalke 04,"2014/2015","2014-10-31 00:00:00",9
FC Schalke 04,"2014/2015","2014-11-08 00:00:00",6
FC Schalke 04,"2014/2015","2014-11-22 00:00:00",9
FC Schalke 04,"2014/2015","2014-11-29 00:00:00",9
FC Schalke 04,"2014/2015","2014-12-06 00:00:00",12
FC Schalke 04,"2014/2015","2014-12-13 00:00:00",9
FC Schalke 04,"2014/2015","2014-12-17 00:00:00",12
FC Schalke 04,"2014/2015","2014-12-20 00:00:00",10
FC Schalke 04,"2014/2015","2015-01-31 00:00:00",10
FC Schalke 04,"2014/2015","2015-02-03 00:00:00",8
FC Schalke 04,"2014/2015","2015-02-06 00:00:00",11
FC Schalke 04,"2014/2015","2015-02-14 00:00:00",8
FC Schalke 04,"2014/2015","2015-02-21 00:00:00",8
FC Schalke 04,"2014/2015","2015-02-28 00:00:00",5
FC Schalke 04,"2014/2015","2015-03-07 00:00:00",7
FC Schalke 04,"2014/2015","2015-03-14 00:00:00",5
FC Schalke 04,"2014/2015","2015-03-21 00:00:00",5
FC Schalke 04,"2014/2015","2015-04-05 00:00:00",5
FC Schalke 04,"2014/2015","2015-04-11 00:00:00",6
FC Schalke 04,"2014/2015","2015-04-19 00:00:00",4
FC Schalke 04,"2014/2015","2015-04-24 00:00:00",3
FC Schalke 04,"2014/2015","2015-05-02 00:00:00",6
FC Schalke 04,"2014/2015","2015-05-10 00:00:00",5
FC Schalke 04,"2014/2015","2015-05-16 00:00:00",7
FC Schalke 04,"2014/2015","2015-05-23 00:00:00",6
FC Schalke 04,"2015/2016","2015-08-15 00:00:00",9
FC Schalke 04,"2015/2016","2015-08-22 00:00:00",7
FC Schalke 04,"2015/2016","2015-08-28 00:00:00",7
FC Schalke 04,"2015/2016","2015-09-13 00:00:00",7
FC Schalke 04,"2015/2016","2015-09-20 00:00:00",10
FC Schalke 04,"2015/2016","2015-09-23 00:00:00",10
FC Schalke 04,"2015/2016","2015-09-26 00:00:00",12
FC Schalke 04,"2015/2016","2015-10-04 00:00:00",12
FC Schalke 04,"2015/2016","2015-10-17 00:00:00",12
FC Schalke 04,"2015/2016","2015-10-25 00:00:00",9
FC Schalke 04,"2015/2016","2015-10-31 00:00:00",7
FC Schalke 04,"2015/2016","2015-11-08 00:00:00",4
FC Schalke 04,"2015/2016","2015-11-21 00:00:00",4
FC Schalke 04,"2015/2016","2015-11-29 00:00:00",2
FC Schalke 04,"2015/2016","2015-12-04 00:00:00",5
FC Schalke 04,"2015/2016","2015-12-13 00:00:00",4
FC Schalke 04,"2015/2016","2015-12-18 00:00:00",7
FC Schalke 04,"2015/2016","2016-01-24 00:00:00",7
FC Schalke 04,"2015/2016","2016-01-30 00:00:00",9
FC Schalke 04,"2015/2016","2016-02-06 00:00:00",9
FC Schalke 04,"2015/2016","2016-02-12 00:00:00",9
FC Schalke 04,"2015/2016","2016-02-21 00:00:00",7
FC Schalke 04,"2015/2016","2016-02-28 00:00:00",8
FC Schalke 04,"2015/2016","2016-03-02 00:00:00",8
FC Schalke 04,"2015/2016","2016-03-05 00:00:00",8
FC Schalke 04,"2015/2016","2016-03-11 00:00:00",8
FC Schalke 04,"2015/2016","2016-03-18 00:00:00",10
FC Schalke 04,"2015/2016","2016-04-02 00:00:00",9
FC Schalke 04,"2015/2016","2016-04-10 00:00:00",7
FC Schalke 04,"2015/2016","2016-04-16 00:00:00",4
FC Schalke 04,"2015/2016","2016-04-23 00:00:00",4
FC Schalke 04,"2015/2016","2016-04-30 00:00:00",4
FC Schalke 04,"2015/2016","2016-05-07 00:00:00",5
FC Schalke 04,"2015/2016","2016-05-14 00:00:00",7
FC St. Gallen,"2009/2010","2009-07-12 00:00:00",3
FC St. Gallen,"2009/2010","2009-07-18 00:00:00",4
FC St. Gallen,"2009/2010","2009-07-22 00:00:00",4
FC St. Gallen,"2009/2010","2009-07-25 00:00:00",5
FC St. Gallen,"2009/2010","2009-08-08 00:00:00",8
FC St. Gallen,"2009/2010","2009-08-15 00:00:00",6
FC St. Gallen,"2009/2010","2009-08-22 00:00:00",8
FC St. Gallen,"2009/2010","2009-08-29 00:00:00",8
FC St. Gallen,"2009/2010","2009-09-12 00:00:00",8
FC St. Gallen,"2009/2010","2009-09-23 00:00:00",5
FC St. Gallen,"2009/2010","2009-09-26 00:00:00",4
FC St. Gallen,"2009/2010","2009-10-03 00:00:00",1
FC St. Gallen,"2009/2010","2009-10-25 00:00:00",1
FC St. Gallen,"2009/2010","2009-10-28 00:00:00",3
FC St. Gallen,"2009/2010","2009-11-01 00:00:00",6
FC St. Gallen,"2009/2010","2009-11-07 00:00:00",9
FC St. Gallen,"2009/2010","2009-11-28 00:00:00",10
FC St. Gallen,"2009/2010","2009-12-05 00:00:00",10
FC St. Gallen,"2009/2010","2010-02-06 00:00:00",10
FC St. Gallen,"2009/2010","2010-02-21 00:00:00",7
FC St. Gallen,"2009/2010","2010-02-28 00:00:00",7
FC St. Gallen,"2009/2010","2010-03-07 00:00:00",7
FC St. Gallen,"2009/2010","2010-03-10 00:00:00",10
FC St. Gallen,"2009/2010","2010-03-14 00:00:00",7
FC St. Gallen,"2009/2010","2010-03-21 00:00:00",7
FC St. Gallen,"2009/2010","2010-03-24 00:00:00",7
FC St. Gallen,"2009/2010","2010-03-27 00:00:00",9
FC St. Gallen,"2009/2010","2010-04-01 00:00:00",7
FC St. Gallen,"2009/2010","2010-04-11 00:00:00",10
FC St. Gallen,"2009/2010","2010-04-14 00:00:00",10
